file_name	vulnerability	severity	CWE/CVE/NEW	code_snippet
arboimoveis.com.br.js	Caching with excessive maxAgeSeconds leading to stale data exposure	Medium	CWE-921	e.registerRoute(/(https:\/\/api.mapbox.com)/i, new e.CacheFirst({ cacheName: \'mapbox-images\', plugins: [new e.ExpirationPlugin({ maxEntries: 64, maxAgeSeconds: 2592e3 })] }), \'GET\');
blockedservers.com.js	Improper Cache Control Handling	Low	New	const cache = await caches.open(CACHE_NAME); await cache.add(new Request(OFFLINE_URL, { cache: 'reload' })); await cache.add(new Request(OFFLINE_FONT1, { cache: 'reload' }));
my.cg.js	Improper Handling of Non-Cloneable Response in Cache	Medium	New	self.addEventListener('fetch', function (event) { event.respondWith(async function () { try { var res = await fetch(event.request); var cache = await caches.open('cache'); cache.put(event.request.url, res.clone()); return res; } catch (error) { return caches.match(event.request); } }());});
colemanfurniture.com.js	Cache Expiration Misconfiguration	Low	CWE-526	const e = this._maxAgeSeconds ? Date.now() - 1e3 * this._maxAgeSeconds : 0
colemanfurniture.com.js	Cross-Origin Response Handling	Medium	CWE-602	if (n !== self.location.origin) throw new t('cross-origin-copy-response'
colemanfurniture.com.js	Insecure Cache Busting	Medium	CWE-532	const e = new URL(e
colemanfurniture.com.js	Weak IndexedDB Security	Low	CWE-926	const e = indexedDB.open(e
colemanfurniture.com.js	Unvalidated Cache Key Generation	Medium	CWE-20	const e = new URL(e
Frisco.pl.js	External Script Import Without Integrity Check	High	CWE-94	importScripts('https://www.salesmanago.pl/static/sm-sw.js');
mdg.ca.js	Exposure of Sensitive Information in Firebase Configuration	High	CWE-532	var config = { apiKey: 'AIzaSyCW1Hee4apNbFCwHNDAuD-Us3uiD_lqGM4'
mdg.ca.js	Improper Neutralization of Input During Web Page Generation ('Cross-Site Scripting')	Medium	CWE-79	var notificationOptions = { body: data.body
mdg.ca.js	Open Redirect	Medium	CWE-601	chatClient = clients.openWindow(redirectUrl);
mdg.ca.js	Improper Input Validation	Medium	CWE-20	var data = event.data.json().data;
diabetyk24.pl.js	Cache Poisoning via Dynamic Cache	High	CWE-352	e.sent.put(t.request.url, a.clone());
diabetyk24.pl.js	Insecure Error Handling in Fetch	Medium	CWE-200	console.error(e.t0, t.request)
diabetyk24.pl.js	Caching of Non-GET Requests	Medium	CWE-502	return e.next = 8, fetch(t.request);
thenec.co.uk.js	Open Redirect via Notification Tag	High	CWE-602	self.registration.showNotification(title, { body: data.message, tag: data.url, icon: 'https://d1p6efn5gbjkhi.cloudfront.net/media/5481/nec.jpg', image: data.image });
audioplayer.pe.js	External Script Loading Without Integrity Check	High	CWE-444	importScripts(\'https://cdn.pushmaster-cdn.xyz/scripts/publishers/642ee7dd906a720008ddfa65/service-worker.js\');
poker.org.js	Caching of Unversioned Assets	Medium	CWE-918	s = new URL(r + '.js'
howtodiscuss.com.js	Improper Input Validation Leading to XSS	High	CWE-79	body: `message=${t.reply}`,
howtodiscuss.com.js	Open Redirect via Unvalidated URL	Medium	CWE-602	return clients.openWindow(n + e);
delinea.app.js	Missing 'await' in recursive call leading to potential race conditions	High	CWE-362	if (response.status === '400' && !retry) { response = handleRefreshTokenEvent(request, true); }
delinea.app.js	No error handling in JSON parsing leading to unhandled exceptions	Medium	CWE-703	return responseClone.json().then(token => { accessToken = token?.Result?.access_token ?? accessToken; refreshToken = token?.Result?.refresh_token ?? refreshToken; expiresIn = token?.Result?.expires_in ?? expiresIn; sessionExpiresIn = token?.Result?.session_expires_in ?? sessionExpiresIn; idToken = token?.Result?.id_token ?? idToken; return response; });
delinea.app.js	Insecure token storage in memory without encryption	Medium	CWE-311	let accessToken = null; let refreshToken = null; let idToken = null;
delinea.app.js	Exposure of sensitive tokens in response headers	High	CWE-200	headers: { 'Content-Type': 'application/json', 'Authorization': `Bearer ${accessToken}` }
delinea.app.js	Insufficient URL validation for authentication bypass	Medium	CWE-548	const isAllowedUrl = (url.protocol === 'http:' && isLocalHost() || url.protocol === 'https:') && (url.pathname?.includes('/api') || url.pathname?.includes('/internal') || url.pathname?.includes('/odata')) && !IGNORED_AUTH_PATHS.find(path => url.pathname?.startsWith(path)) && !ignoreAuth;
xpanded.com.js	Logic Error in Token Comparison	High	CWE-670	if (oldToken == null || oldToken == token) return;
xpanded.com.js	URL Redirection Without Validation	High	CWE-601	if (clients.openWindow) { return clients.openWindow(url); }
xpanded.com.js	Potential XSS in Notification Data	High	CWE-79	var title = data.data.title; var notificationOptions = { body: data.data.body
xpanded.com.js	Improper Error Handling in IndexedDB	Low	CWE-754	var objectStore = db.createObjectStore(PNDB.Settings.dbObjectStore
thefederal.com.js	Subresource Integrity (SRI) Not Enforced for Third-Party Script	Medium	CWE-444	importScripts(\'https://cdn.izooto.com/scripts/workers/07e2700b03cc7937ad27c1d0d6143720390cbea0.js\');
downzen.com.js	Cache Poisoning via Untrusted Message Handling	High	New	self.addEventListener('message', event => { if (typeof event.data === 'object' && typeof event.data.action === 'string') { switch (event.data.action) { case 'cache': precacheUrl(event.data.url); break; default: console.log('Unknown action: ' + event.data.action); break; } } });
salue.de.js	Cache Poisoning via Incomplete Request Validation	Medium	New	self.addEventListener('fetch', function (event) { let request = event.request; if (event.request.cache === 'only-if-cached' && event.request.mode !== 'same-origin') return; });
pooltracker.com.js	Vulnerable Cache.addAll Usage	High	CWE-929	const CACHE_STATIC = ['https://stackpath.bootstrapcdn.com/bootstrap/3.4.1/css/bootstrap.min.css', 'https://stackpath.bootstrapcdn.com/bootstrap/3.4.1/css/bootstrap-theme.min.css', 'https://ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js', 'https://stackpath.bootstrapcdn.com/bootstrap/3.4.1/js/bootstrap.min.js', 'https://cdnjs.cloudflare.com/ajax/libs/mustache.js/2.3.0/mustache.min.js', 'https://cdnjs.cloudflare.com/ajax/libs/localforage/1.7.3/localforage.min.js'];
pooltracker.com.js	Insecure Fetch Handling	High	CWE-434	event.respondWith(caches.match(event.request).then(function (response) { return response || fetch(event.request); }));
youtube.es.js	Exposure of Sensitive Information	Low	CWE-200	'INNERTUBE_API_KEY': 'AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8'
stnicholascenter.org.js	Improper Error Handling in Service Worker Installation Leading to Denial of Service	High	New	return staticCache.addAll(['/assets/css/stylesheet.2024-11-07T21:57:12-05:00.css', '/assets/images/logo-responsive.svg', '/glossary/ajax.2024-11-07T21:57:12-05:00.json']).then(error => { console.log(error); });
remysharp.com.js	Cache Poisoning via Unvalidated Client URLs	High	CWE-918	const allClients = await clients.matchAll({ includeUncontrolled: true }); for (const client of allClients) { posts.push(client.url); console.log('adding %s', client.url); }
fplgameweek.com.js	Improper Error Handling Leading to Offline Page Forced Display	Medium	New	const cachedResponse = await cache.match(OFFLINE_URL);
makaan.com.js	Insecure Dynamic Script Loading	Medium	CWE-94	if (connection == 'fast') { importScripts('https://cdn.onesignal.com/sdks/OneSignalSDK.js'); }
wedevs.com.js	Code Injection	High	CWE-94	const plugins = (entry.strategyPlugins || []).map(p => new (getProp(workbox, p.use))(...p.config));
kazlenta.kz.js	Hardcoded API Key (CWE-798)	High	CWE-798	self[`appKey`] = `ece88c15aae4f22eb63053551989c197`;
kazlenta.kz.js	Remote Code Execution via External Script (CWE-444)	High	CWE-444	self.importScripts(`${self[`hostUrl`]}/worker.js`);
boomlive.in.js	Vulnerable External Script Import	High	CWE-434	importScripts(\'https://cdn.izooto.com/scripts/workers/809f316fe140e7b71963474ae59921485b323a1f.js\');
boomlive.in.js	Insufficient Request Validation	Medium	CWE-20	event.respondWith((async () => { try { const preloadResponse = await event.preloadResponse; if (preloadResponse) { return preloadResponse; } const networkResponse = await fetch(event.request); return networkResponse; } catch (error) { const cache = await caches.open(CACHE_NAME); const cachedResponse = await cache.match('/offline'); return cachedResponse; } })());
matrixcalc.org.js	Information Exposure via Error Reporting	Medium	CWE-200	self.onerror = function (message, filename, lineno, colno, error) { const stack = error != undefined ? error.stack || '' : ''; const data = stringify({ messag: message || '', filename: filename || '', lineno: lineno || 0, colno: colno || 0, stack: stack }); if (sent[data] == undefined) { sent[data] = data; fetch('https://matrixcalc.org/jserrors.php?error=1', { method: 'POST', headers: { 'Content-Type': 'application/x-www-form-urlencoded' }, body: data }); } };
musicsfarsi.com.js	External Script Import Without Validation	High	New	importScripts('https://scriptapi.adwisedfs.com/api/webpush/sw/9c43b121-d538-44f7-9dc8-961fc92c5487.js');
transsicura.ch.js	Insecure Caching of External Resources	High	New	var ASSETS_TO_CACHE = [\'https://cdn.app.sbb.ch/base/12.64.349/js/0.min.js\', \'https://cdn.app.sbb.ch/base/12.64.349/js/1.min.js\', ...];
lancarwd.com.js	Insecure Dynamic Configuration	High	CWE-20	const domains = event.data;
forum-auto.com.js	Incorrect determination of user login state leading to potential CSRF bypass	High	New	const matches = e.currentTarget.location.href.match(/loggedIn=(true|false)/); const loggedIn = matches[1];
forum-auto.com.js	Unvalidated 'id' parameter in fetch URL leading to SSRF risk	Medium	CWE-918	fetch(`${BASE_URL}index.php?app=core&module=system&controller=notifications&do=fetchNotification&id=${id}`, { method: 'POST', credentials: 'include' })
forum-auto.com.js	Unvalidated 'data.url' in notification click handler leading to open redirect	Medium	CWE-601	clients[0].navigate(data.url);
6z.game.js	Case-Sensitive URL Exclusion Bypass	Medium	CWE-20	for (let i = 0; i < offlineExclude.length; i++) { if (e.request.url.indexOf(offlineExclude[i]) !== -1) return false; }
6z.game.js	Flawed URL Path Validation Logic	High	New	var u = e.request.url.replace('https://', ''); var n = u.indexOf('/'); if (u.slice(n, 60).indexOf('.') == -1) { return false; }
bcharts.com.br.js	Improper Input Validation	High	CWE-20	body: `message=${t.reply}`
bcharts.com.br.js	Open Redirect	Medium	CWE-601	clients.openWindow(n + e);
clic.com.br.js	Insecure External Script Import (Missing SRI)	High	CWE-928	importScripts('https://www.clicrbs.com.br/sw.js');
clic.com.br.js	Insecure External Script Import (Missing SRI)	High	CWE-928	importScripts('https://cdn.onesignal.com/sdks/OneSignalSDKWorker.js');
frenchcrown.in.js	Open Redirect via Unvalidated URL in Service Worker	High	CWE-602	const redirectUrl = event.notification.data ? event.notification.data.actions[0].link : null;
frenchcrown.in.js	Improper Input Validation in Push Event Payload	High	CWE-20	let payload = event.data ? JSON.parse(event.data.text()) : {};
frenchcrown.in.js	Potential XSS via Unsanitized Notification Data	Medium	CWE-79	client.postMessage({ notificationClicked: true, payload: event.notification.data });
furuke.com.js	Exposure of Sensitive Information (Firebase API Key in Client-Side Code)	High	CWE-532	(() => { importScripts(\'https://www.gstatic.com/firebasejs/8.6.1/firebase-app.js\'), importScripts(\'https://www.gstatic.com/firebasejs/8.6.1/firebase-messaging.js\'); var e = 2021092100001, i = { prefetch: \'prefetch-cache-v1-\' + e, fetch: \'fetch-cache-v1-\' + e }; (self.addEventListener(\'install\', function (e) { self.skipWaiting(); }), firebase.initializeApp({ apiKey: \'AIzaSyB0kOXu1_TazMRPA4VosfjfQaMTnVAGiuM\', authDomain: \'furuke-firebase.firebaseapp.com\', projectId: \'furuke-firebase\', storageBucket: \'furuke-firebase.appspot.com\', messagingSenderId: \'1068522822205\', appId: \'1:1068522822205:web:44dea80dd6416895daa854\', measurementId: \'G-RZHD7ZK542\' }), firebase.messaging.isSupported()) && (self.addEventListener(\'notificationclick\', function (e) { var i, n = null === (i = e.notification) || void 0 === i || null === (i = i.data) || void 0 === i || null === (i = i.FCM_MSG) || void 0 === i || null === (i = i.notification) || void 0 === i || null === (i = i.data) || void 0 === i ? void 0 : i.link; if (n) { var t = new URL(n, self.location.origin).href, a = clients.matchAll({ type: \'window\', includeUncontrolled: !0 }).then(function (e) { for (var i = null, n = 0; n < e.length; n++) { var a = e[n]; if (a.url === t) { i = a; break; } } return i ? i.focus() : clients.openWindow(t); }); e.waitUntil(a); } }), firebase.messaging().onBackgroundMessage(function (e) {})); })();
furuke.com.js	Open Redirect via Notification Data	Medium	CWE-601	if (n) { var t = new URL(n, self.location.origin).href, a = clients.matchAll({ type: \'window\', includeUncontrolled: !0 }).then(function (e) { for (var i = null, n = 0; n < e.length; n++) { var a = e[n]; if (a.url === t) { i = a; break; } } return i ? i.focus() : clients.openWindow(t); }); e.waitUntil(a); }
gentstudent.app.js	Uncontrolled Resource Consumption (Infinite Navigation Loop)	High	CWE-400	const tabs = await self.clients.matchAll({ type: 'window' }); tabs.forEach(tab => { tab.navigate(tab.url); });
jj789.com.js	Flawed URL Parsing Leading to Cache Poisoning	High	New	var u = e.request.url.replace('https://', ''); var n = u.indexOf('/'); if (u.slice(n, 60).indexOf('.') == -1) { return false; }
jj789.com.js	Case-Sensitive Exclusion Check Bypass	Medium	CWE-20	for (let i = 0; i < offlineExclude.length; i++) { if (e.request.url.indexOf(offlineExclude[i]) !== -1) return false; }
mrfortune.com.js	Insecure External Script Loading	Medium	CWE-444	importScripts('https://cdn.onesignal.com/sdks/OneSignalSDKWorker.js');
rastreae.com.br.js	Server Side Request Forgery (SSRF)	Medium	CWE-918	fetchFromNetwork(req, redirectLimit = 3) { return __awaiter(this, void 0, void 0, function* () { const res = yield this.cacheBustedFetchFromNetwork(req); if (res['redirected'] && !!res.url) { if (redirectLimit === 0) { throw new SwCriticalError(`Response hit redirect limit (fetchFromNetwork): request redirected too many times, next is ${res.url}`); } return this.fetchFromNetwork(this.adapter.newRequest(res.url), redirectLimit - 1); } return res; }); }
renovatuvestidor.com.js	Outdated Library Usage	Medium	CWE-426	importScripts(\'https://www.gstatic.com/firebasejs/5.9.4/firebase-app.js\'), importScripts(\'https://www.gstatic.com/firebasejs/5.9.4/firebase-messaging.js\')
starbet.com.lr.js	Improper Handling of 403 Status Leading to Page Reload	High	CWE-400	self.addEventListener('fetch'
studio24.bg.js	Open Redirect via Notification Click Action	High	CWE-601	const url = notificationData?.click_action ? notificationData?.click_action : notificationData?.data?.click_action ? notificationData?.data?.click_action : event.data?.click_action;
studio24.bg.js	Insecure API Call with Credentials	Medium	CWE-312	fetch('/showNotification', { method: 'post', headers: { 'Content-type': 'application/json' }, body: JSON.stringify({ notification_id: payload.data.notification_id }), credentials: 'include' });
